combination,fold,epoch,train_loss,val_loss
2,1,13,0.01124748293428667,0.012545213918201625
2,1,14,0.010839111992113647,0.011427725170506164
2,1,15,0.009522152081545856,0.010418041376397014
2,1,16,0.008979526740158833,0.00984944892115891
2,1,17,0.00822876687235539,0.009068209561519325
2,1,18,0.007620225660502911,0.008496988273691386
2,1,19,0.007346870155916328,0.0075820871570613235
2,1,20,0.006499838837910266,0.0074548904958646744
2,1,21,0.006300117569192062,0.006902299326611683
2,1,22,0.006150916292672119,0.007125051954062656
2,1,23,0.005922959385705846,0.006570836587343365
2,1,24,0.005176373258499163,0.006257135944906622
2,1,25,0.005226029641187143,0.006144266313640401
2,2,1,0.13214814639280711,0.12446778314188123
2,2,2,0.056734740172350216,0.05549944587983191
2,2,3,0.042416799458719436,0.04049992957152426
2,2,4,0.03212082134707579,0.03394998121075332
2,2,5,0.023843860756310207,0.024305469472892582
2,2,6,0.019072367440140438,0.021020684216637164
2,2,7,0.015799582019330016,0.015894290816504508
2,2,8,0.01402642276315462,0.015101236116606742
2,2,9,0.011874040825262902,0.012269512168131769
2,2,10,0.011021108011759463,0.010808517865370959
2,2,11,0.009939038926469428,0.009609104308765382
2,2,12,0.009529348270642378,0.00986396661028266
2,2,13,0.008527711861663394,0.00882071620435454
2,2,14,0.007869027577163209,0.00899563665734604
2,2,15,0.007279787426962266,0.007266020315000787
2,2,16,0.007174548508215045,0.0072527906158939
2,2,17,0.006442975629830644,0.006751291832188144
2,2,18,0.00646958810587724,0.006280020985286683
2,2,19,0.005872069717577052,0.006135933974292129
2,2,20,0.005395607505407598,0.005802465078886598
2,2,21,0.005445210566182458,0.0054462434782180935
2,2,22,0.00516571868063202,0.005227009707596153
2,2,23,0.00512651719212059,0.005335318244760856
2,2,24,0.005033744399302772,0.005314500129316002
2,2,25,0.0046011050423932455,0.005048722727224231
2,3,1,0.1572861810998311,0.15819040685892105
2,3,2,0.04639517888426781,0.047619972145184875
2,3,3,0.03321121497050164,0.032135771005414426
2,3,4,0.024654065155320697,0.024264039704576135
2,3,5,0.01965033591148399,0.019372739596292377
2,3,6,0.016759495191749126,0.017739868781063706
2,3,7,0.01421773803257753,0.014817810500971973
2,3,8,0.012211294756049202,0.013099786767270416
2,3,9,0.011349828440755133,0.011600272671785206
2,3,10,0.009895104338370618,0.01019467442529276
2,3,11,0.00887275885583626,0.009323390724603087
2,3,12,0.008344070461120397,0.008219501265557483
2,3,13,0.007610121845371193,0.008205492456909269
2,3,14,0.007199049387718477,0.008002613263670355
2,3,15,0.007081754963904146,0.007545901695266366
2,3,16,0.006363862874134193,0.006677661702269688
2,3,17,0.006047398997618566,0.006283983471803367
2,3,18,0.005520729665895776,0.005803715830552392
2,3,19,0.0056628324017519984,0.005451851931866258
2,3,20,0.005095240844797994,0.005318891606293619
2,3,21,0.004977810932027679,0.005452457029605284
2,3,22,0.004727452150767758,0.004920281673548743
2,3,23,0.00478804036827078,0.004891806922387332
2,3,24,0.004523220660519742,0.005310191787430085
2,3,25,0.0044876028162737685,0.004320861509768292
2,4,1,0.16509225053919685,0.1740400679409504
2,4,2,0.07943500353703423,0.08486237400211394
2,4,3,0.06040772133403354,0.06531041720882058
2,4,4,0.04704377250302406,0.05258971988223493
2,4,5,0.03787366416127909,0.03842880506999791
2,4,6,0.02849815117697867,0.029685584013350308
2,4,7,0.022822605800770578,0.022981890593655407
2,4,8,0.01922175610467555,0.019491101382300258
2,4,9,0.016543832563218615,0.017390447377692908
2,4,10,0.01475695606380228,0.015527457580901682
2,4,11,0.012599572140191282,0.012940504238940775
2,4,12,0.011722237921305119,0.011465045972727239
2,4,13,0.01036402526208096,0.011058479838538915
2,4,14,0.009926098258426738,0.010136804834473878
2,4,15,0.009214550123683043,0.009235849080141634
2,4,16,0.008558491865793863,0.00862963977851905
2,4,17,0.00820199939762316,0.00811715261079371
2,4,18,0.0075966788248883355,0.008038066676817834
2,4,19,0.007684120006622776,0.008029499935219064
2,4,20,0.006867511486191125,0.006950447190320119
2,4,21,0.006552534310945443,0.006346053094603121
2,4,22,0.0061858717041711015,0.006905894668307155
2,4,23,0.006131212663141981,0.006494156288681552
2,4,24,0.005590249255802187,0.00616711238399148
2,4,25,0.00583487893232987,0.006166716717416421
2,5,1,0.1704642940608282,0.17109949328005314
2,5,2,0.05054709498607923,0.04722345690242946
2,5,3,0.036368174833201226,0.03637026937212795
2,5,4,0.029828619448438523,0.02895575691945851
2,5,5,0.021280033218245658,0.02298593905288726
2,5,6,0.01843118296551799,0.016740153601858765
2,5,7,0.0161951682752087,0.014677754021249712
2,5,8,0.013770999623432992,0.013845676905475557
2,5,9,0.012735282041368976,0.013228659343440086
2,5,10,0.012748992380996546,0.013461746508255601
2,5,11,0.011614513236083208,0.011028826091205701
2,5,12,0.008956867159299907,0.010030575038399547
2,5,13,0.01013009064638662,0.010480528435437009
2,5,14,0.007520448120813521,0.007962246978422627
2,5,15,0.007531048892627633,0.0077501380001194775
2,5,16,0.0071778314055076665,0.007860338315367699
2,5,17,0.006108390751280009,0.007078239170368761
2,5,18,0.0058903438519568195,0.006769548752345145
2,5,19,0.005854587070643902,0.006211872852873057
2,5,20,0.006125429016907537,0.00591386531596072
2,5,21,0.0053999541689538294,0.00602621266443748
2,5,22,0.005016059149056673,0.005507364374352619
2,5,23,0.004896202756624136,0.005178308085305616
2,5,24,0.00441349644051303,0.004590042284689844
2,5,25,0.004796083491768629,0.004588758209138177
3,1,1,0.10447572077077533,0.11484816391021013
3,1,2,0.04571320193390998,0.050011432729661465
3,1,3,0.031174443336942838,0.034610170987434685
3,1,4,0.023637526417298924,0.02735348918940872
3,1,5,0.018128183744256458,0.020381138718221337
3,1,6,0.01473305853349822,0.017507342621684074
3,1,7,0.012653753486654115,0.013387598737608641
3,1,8,0.011044111383694506,0.011509275122079998
3,1,9,0.009765563104006033,0.010451363981701434
3,1,10,0.009058936299490077,0.009935718786437064
3,1,11,0.008338547348680477,0.008934360870625824
3,1,12,0.007866019383072853,0.008574645093176514
3,1,13,0.007372581045187655,0.0079903949808795
3,1,14,0.006801616200911147,0.007430106430547312
3,1,15,0.006985421314658154,0.007475362363038585
3,1,16,0.006134235972745551,0.006804753240430728
3,1,17,0.005954087083597505,0.007038897514576092
3,1,18,0.0055875591785898284,0.0064991753024514765
3,1,19,0.005524269094513286,0.005985354044241831
3,1,20,0.005183820531422656,0.005718056054320186
3,1,21,0.005132679406198717,0.005581370001891628
3,1,22,0.005075503011337585,0.005714389699278399
3,1,23,0.004795273159822774,0.005647407320793718
3,1,24,0.004440895817612135,0.005296024406561628
3,1,25,0.004286784264776442,0.004890895128482953
3,2,1,0.12393985534944231,0.12456013355404139
3,2,2,0.04872930889564847,0.047369094798341393
3,2,3,0.03262784787350231,0.030994951725006104
3,2,4,0.02366199382832126,0.02280831034295261
3,2,5,0.020286724488768313,0.01903302810387686
3,2,6,0.017253430220224554,0.01834497443633154
3,2,7,0.015180231825936408,0.016029175545554608
3,2,8,0.013887917090739523,0.014016118249855936
3,2,9,0.012789216661264025,0.012010599544737488
3,2,10,0.011588750007961477,0.012081352586392313
3,2,11,0.011152692183497407,0.01156458567129448
3,2,12,0.010266568570856064,0.010323390364646912
3,2,13,0.00951601972153026,0.01007932861102745
3,2,14,0.008746451195625086,0.009187867632135749
3,2,15,0.00830965397495126,0.008764613216044381
3,2,16,0.0077813708090356416,0.0077146817347966135
3,2,17,0.007413834569946168,0.008285438787424937
3,2,18,0.006697614862036611,0.006853970495285466
3,2,19,0.006452923086250112,0.007471782912034541
3,2,20,0.006411002712353828,0.0071094941813498735
3,2,21,0.006045282574459201,0.006285419454798102
3,2,22,0.005527878897116771,0.006831284263171256
3,2,23,0.00600962746622307,0.006696769210975617
3,2,24,0.0055527823297159065,0.0060744924121536314
3,2,25,0.004876455683852472,0.005393377621658146
3,3,1,0.0912375460777964,0.08990810252726078
3,3,2,0.04516003546970231,0.04354937677271664
3,3,3,0.03148794990210306,0.03032197803258896
3,3,4,0.024508836368719738,0.023929091286845505
3,3,5,0.020133567678313407,0.020163231762126088
3,3,6,0.01720876602958592,0.017476599372457713
3,3,7,0.01574279394532953,0.01587763096904382
3,3,8,0.014011396361248834,0.014551524363923818
3,3,9,0.012991788811863416,0.013027574343141168
3,3,10,0.011868184476736047,0.012403475353494287
3,3,11,0.011015753054784404,0.011450201971456409
3,3,12,0.01034931820772943,0.011074088572058827
3,3,13,0.00997079931022156,0.011428544414229691
3,3,14,0.009228159488725757,0.009915823000483215
3,3,15,0.008734886231462635,0.009540073515381664
3,3,16,0.00849572058382725,0.008684660424478352
3,3,17,0.007823508550664262,0.008742430247366428
3,3,18,0.007454948307621101,0.0078048104187473655
3,3,19,0.007250823287500275,0.008093355019809678
3,3,20,0.00714852986857295,0.007149238837882876
3,3,21,0.006585396567566527,0.006797997804824263
3,3,22,0.00658527466039809,0.007819558522896841
3,3,23,0.0067516459551240715,0.0067211330169811845
3,3,24,0.0059487842215550325,0.006299093249253929
3,3,25,0.005632712158359705,0.006192782806465402
3,4,1,0.23665224536070747,0.24986456520855427
3,4,2,0.06327859199945889,0.07095305412076414
3,4,3,0.0393639047230993,0.03900129173416644
3,4,4,0.028565147802943273,0.028637439478188753
3,4,5,0.023227415993691436,0.022657066816464067
3,4,6,0.019164545003265615,0.017584735003765672
3,4,7,0.015463624563482072,0.01603685290319845
3,4,8,0.013947377528344828,0.0151362051256001
3,4,9,0.012084674223193101,0.012388362199999392
3,4,10,0.010413869779320463,0.011494616832351312
3,4,11,0.009589961811249692,0.00961372535675764
3,4,12,0.00971268466304219,0.009753053658641875
3,4,13,0.008322563177595535,0.008655493846163154
3,4,14,0.0073283033829832835,0.007483055436750874
3,4,15,0.006693592945498134,0.007261824153829366
3,4,16,0.006712309062658321,0.006969198177102953
3,4,17,0.0061690739489027435,0.006335751182632521
3,4,18,0.005983273336102092,0.005889815016416833
3,4,19,0.005281472926042856,0.0059665019798558205
3,4,20,0.00540450287036716,0.00572972180088982
3,4,21,0.004949437975439997,0.005164419751963578
3,4,22,0.004749976922684009,0.005185467307455838
3,4,23,0.004354331446515899,0.004604637870215811
3,4,24,0.004634636188192027,0.0051031815964961424
3,4,25,0.0042227934158983686,0.0043747112358687446
3,5,1,0.07022115357574962,0.06920463126152754
3,5,2,0.03238375656425007,0.0326815745793283
3,5,3,0.02273867679907689,0.02355940011329949
3,5,4,0.017722676168121988,0.01955283246934414
3,5,5,0.013883103232180316,0.01463385799434036
3,5,6,0.01194678113189718,0.012482973630540073
3,5,7,0.010511802790302133,0.01114688569214195
3,5,8,0.00923386789740078,0.01029504236066714
3,5,9,0.008510829023425542,0.008948383445385844
3,5,10,0.007606218554197796,0.008102343213977292
3,5,11,0.007134755932918143,0.008100944163743407
3,5,12,0.006567005223284165,0.007288744469406083
3,5,13,0.006096490717951267,0.006743326055584475
3,5,14,0.005919788520605792,0.00634167090174742
3,5,15,0.005735752594080709,0.006075619108742103
3,5,16,0.005434647856634997,0.005820020625833422
3,5,17,0.005150062035739658,0.005549247347516939
3,5,18,0.005071076113612406,0.00575568139902316
3,5,19,0.004687645949334616,0.004994565504603088
3,5,20,0.004282865658520706,0.00496680909418501
3,5,21,0.0041576590729019945,0.005400094436481595
3,5,22,0.004064536468672847,0.004635999430320226
3,5,23,0.003994894613112722,0.004871938581345603
3,5,24,0.004037478240206838,0.0044452295114751905
3,5,25,0.0036508343515119384,0.004197363392449915
4,1,1,0.11423168130337245,0.11503680096939206
4,1,2,0.04265898767681349,0.04259887966327369
4,1,3,0.03102004211691637,0.031686308211646974
4,1,4,0.025840437098864525,0.026808596216142178
4,1,5,0.021370660040586714,0.021958663943223655
4,1,6,0.019327320720231723,0.02034758822992444
4,1,7,0.016326094770597085,0.017042391118593514
4,1,8,0.014602111223789434,0.015350862231571227
4,1,9,0.013596507306728099,0.013971889449749142
4,1,10,0.012324736956211309,0.01299180812202394
4,1,11,0.011935873178853876,0.012619544344488531
4,1,12,0.011283115202945376,0.01153812144184485
4,1,13,0.010552002782268184,0.010927413764875382
4,1,14,0.009563708833108345,0.010406774294096977
4,1,15,0.009646682253491783,0.00981886574300006
4,1,16,0.00856135498052315,0.009623471472878009
4,1,17,0.008269793804853208,0.008880686043994501
4,1,18,0.008010408153668755,0.008110250520985574
4,1,19,0.0072172289004638086,0.007795451412675902
4,1,20,0.006885047536343336,0.007589104352518916
4,1,21,0.006920188236685973,0.007573569950181991
4,1,22,0.0064720590155394305,0.0071196919598151
4,1,23,0.005968047254201438,0.00627400865778327
4,1,24,0.006500238175725653,0.006485913356300443
4,1,25,0.00574612378009728,0.006659431935986504
4,2,1,0.15224921644207032,0.14517537085339427
4,2,2,0.06875996687819087,0.06458544335328043
4,2,3,0.05078651294821784,0.04794248077087104
4,2,4,0.035145535976404234,0.03450576146133244
4,2,5,0.029432645451927943,0.02773076226003468
4,2,6,0.024306152015924454,0.023953856201842427
4,2,7,0.01995333461534409,0.021375528420321643
4,2,8,0.01710518699375883,0.01707474421709776
4,2,9,0.015500768501725461,0.0152583519811742
4,2,10,0.013517475450441005,0.014104115136433393
4,2,11,0.011895672802532476,0.013121384778060019
4,2,12,0.011143025749969103,0.010745699109975249
4,2,13,0.010431445174155727,0.011074086010921746
4,2,14,0.0099180316522954,0.010487571475096047
4,2,15,0.008918893020895739,0.00917108723660931
4,2,16,0.008153485592513804,0.008621108951047063
4,2,17,0.007944544555530661,0.00820434745401144
4,2,18,0.007404946433823733,0.007910736283520237
4,2,19,0.006849162894049807,0.007089885271852836
4,2,20,0.006648835230855242,0.0071187753055710346
4,2,21,0.006221985400077843,0.00651282086619176
4,2,22,0.0061122165431105905,0.00630722803180106
4,2,23,0.005726226531560459,0.006384564418112859
4,2,24,0.005548966664170462,0.00635127178975381
4,2,25,0.005468972729489444,0.006586327712284401
4,3,1,0.09947476843519816,0.09974456671625376
4,3,2,0.03717012511241057,0.038084331434220076
4,3,3,0.02596288218739487,0.026859525009058416
4,3,4,0.01969697107634847,0.02047406928613782
4,3,5,0.01599102739303831,0.01671879121568054
4,3,6,0.0133510660675783,0.01405755040468648
4,3,7,0.011241165610651175,0.011569399270229042
4,3,8,0.010343383347231245,0.011212444631382823
4,3,9,0.009353713731148414,0.009607507585315034
4,3,10,0.008164512784412456,0.008604808681411669
4,3,11,0.007859594905601135,0.008251704159192741
4,3,12,0.0071530962244622295,0.007534764852607623
4,3,13,0.0065524295223729,0.006877250561956316
4,3,14,0.006042507240578296,0.0065359637956134975
4,3,15,0.005633348791253945,0.005921798932831734
4,3,16,0.0051996726949240955,0.005168225412489846
4,3,17,0.004890189380458896,0.004759783943882212
4,3,18,0.004709761608244171,0.004737711817142554
4,3,19,0.004409124956481041,0.004460807365830988
4,3,20,0.004088720631977868,0.004153380141360685
4,3,21,0.00404648628041503,0.003742657383554615
4,3,22,0.003824459662335733,0.003878431612974964
4,3,23,0.003865353593100158,0.003932526684366167
4,3,24,0.003579089277616096,0.003293671106803231
4,3,25,0.00320978818594345,0.0038098011282272637
4,4,1,0.09071948142751815,0.09382716752588749
4,4,2,0.04426711496143114,0.0435985466465354
4,4,3,0.030355215072631836,0.03114385949447751
4,4,4,0.02503588157040732,0.02541640668641776
4,4,5,0.021924374314645927,0.022748263785615563
4,4,6,0.01644999553109445,0.017684031918179244
4,4,7,0.014550024466145606,0.014382427034433931
4,4,8,0.011870312090549204,0.014172248949762434
4,4,9,0.010477344912018568,0.01265971374232322
4,4,10,0.009564864670946485,0.011459788074716926
4,4,11,0.00924576348107722,0.009623333608033136
4,4,12,0.008331077291615425,0.009287374879932031
4,4,13,0.007442291315999769,0.008075886697042733
4,4,14,0.007482936650159813,0.009275728691136464
4,4,15,0.007002302741129247,0.007324251084355637
4,4,16,0.005932070477496064,0.006466104183346033
4,4,17,0.005791757588407823,0.0074106128013227135
4,4,18,0.005533803232191574,0.006484905956313014
4,4,19,0.005464295050986703,0.005992975260596722
4,4,20,0.005077435808729321,0.006152783258585259
4,4,21,0.004932385425837267,0.005354098917450756
4,4,22,0.0046465300792266455,0.005984310817439109
4,4,23,0.004475194129294583,0.005460079439217225
4,4,24,0.004501682140731386,0.005365545323002152
4,4,25,0.0044959289546582905,0.005105292992084287
4,5,1,0.12433092473518281,0.13354022847488523
4,5,2,0.035760604672961764,0.037002477096393704
4,5,3,0.022550199476499406,0.02286388259381056
4,5,4,0.018266022929714784,0.018008041195571423
4,5,5,0.01499265596447956,0.01558793627191335
4,5,6,0.01278784562138811,0.013617547403555363
4,5,7,0.011443381922112571,0.012401103740558028
4,5,8,0.010470704988591255,0.011191861296538264
4,5,9,0.009061109666372575,0.009501207561697811
4,5,10,0.00824798819505506,0.009081503114430234
4,5,11,0.007961292388952441,0.008164379367372021
4,5,12,0.007135006488256511,0.008014636143343523
4,5,13,0.007153306725538439,0.0074551372963469476
4,5,14,0.006138015634542893,0.006486987229436636
4,5,15,0.005943215806924161,0.006224896264029667
4,5,16,0.00537933076968387,0.006235246575670317
4,5,17,0.005163595124724365,0.005703611648641527
4,5,18,0.004696472932303708,0.005352366657461971
4,5,19,0.004590658725993265,0.00499972328543663
4,5,20,0.004496011169745572,0.005082053394289687
4,5,21,0.004339040722697973,0.004879955522483215
4,5,22,0.004012362695195609,0.00453610997647047
4,5,23,0.004107448590239362,0.004445450758794323
4,5,24,0.004008218479741897,0.004116128038731404
4,5,25,0.0038005131710734633,0.004540819718386047
5,1,1,0.12455929401848051,0.12635029619559646
5,1,2,0.049585181924085765,0.047411622013896704
5,1,3,0.032364734995459755,0.03176196967251599
5,1,4,0.02540156931158096,0.024698224966414273
5,1,5,0.019363854080438614,0.019640507351141423
5,1,6,0.015651010228173126,0.016254700429271907
5,1,7,0.012843531053808947,0.012810652260668576
5,1,8,0.011452853531828002,0.011553362593986094
5,1,9,0.009365563199574512,0.010251589555991814
5,1,10,0.008785549381245223,0.008573532308219
5,1,11,0.007816186736500452,0.008135670999763533
5,1,12,0.007221706152435333,0.0073062104638665915
5,1,13,0.006734227214659017,0.006337968836305663
5,1,14,0.006274419215818246,0.0062868437671568245
5,1,15,0.005897044060042217,0.0059682008577510715
5,1,16,0.005455805476577509,0.0053293562814360484
5,1,17,0.005451805904389374,0.005466152593726292
5,1,18,0.005164924887053314,0.0053625323344022036
5,1,19,0.004805821219518307,0.005023686637287028
5,1,20,0.004841005965505564,0.004893279983662069
5,1,21,0.004717314645411476,0.004749148400151171
5,1,22,0.004523782325642449,0.004342976433690637
5,1,23,0.0045549593318904204,0.00434951891656965
5,1,24,0.004111335926970083,0.004266421325155534
5,1,25,0.003951306074177699,0.003941655100788921
5,2,1,0.1072638997482875,0.10431409114971757
5,2,2,0.055740898031563985,0.06166382948867977
5,2,3,0.038559113111760884,0.03798396757338196
5,2,4,0.02773255006306701,0.02638195233885199
5,2,5,0.023766451470908664,0.021488294238224626
5,2,6,0.016615261471579,0.017650976311415434
5,2,7,0.013910099686611267,0.014301004470326006
5,2,8,0.012218530541138044,0.011364240606781095
5,2,9,0.010759773383301401,0.010990817216224968
5,2,10,0.008958079083453096,0.009098953916691244
5,2,11,0.008340044767551479,0.007943940785480663
5,2,12,0.007460914884826967,0.008115244650980458
5,2,13,0.006808013788291386,0.007007856183918193
5,2,14,0.006239585615398865,0.006963296909816563
5,2,15,0.005862942157638451,0.006104131985921413
5,2,16,0.005728783972916149,0.006315713369986042
5,2,17,0.005459861999880227,0.00594767794245854
5,2,18,0.005518835281864518,0.005016298877308145
5,2,19,0.005353907137990944,0.005469298470416106
5,2,20,0.00525065493725595,0.004765554564073682
5,2,21,0.00494035528529258,0.004739560230518691
5,2,22,0.004709256731624168,0.0053791914688190445
5,2,23,0.004848661765988384,0.00477300668717362
5,2,24,0.004579220477136828,0.004949782116455026
5,2,25,0.004451383163945543,0.0049564660439500585
5,3,1,0.14233777388220742,0.1522474237717688
5,3,2,0.06683895648235366,0.06957503641024232
5,3,3,0.04785994676843522,0.04720071447081864
5,3,4,0.03466992210301142,0.037187504465691745
5,3,5,0.02753617599724777,0.029103742795996368
5,3,6,0.023163592324606956,0.02413687843363732
5,3,7,0.018671944486125122,0.020053486397955567
5,3,8,0.016235175187743846,0.016694262565579265
5,3,9,0.01396317540534905,0.014859723160043359
5,3,10,0.013466026752241074,0.013349095592275262
5,3,11,0.011526049351290105,0.011445852927863598
5,3,12,0.010501029886423595,0.011007443710695952
5,3,13,0.008966712739377741,0.009141260816249996
5,3,14,0.008789691571441908,0.008542315452359617
5,3,15,0.0074507615987270594,0.007868037471780553
5,3,16,0.007111643344932605,0.008205542573705316
5,3,17,0.006745123282252323,0.0069604693853762
5,3,18,0.00631921984521406,0.0066091897315345705
5,3,19,0.005862445725748937,0.005636910907924175
5,3,20,0.00572952302911925,0.006024951813742518
5,3,21,0.005272412517418464,0.006029073119862005
5,3,22,0.004901605392141002,0.005207224283367395
5,3,23,0.004689703987438291,0.005504265689523891
5,3,24,0.004514577063096184,0.004602086992235854
5,3,25,0.00443682141069855,0.0046386058238567784
5,4,1,0.12161913360395128,0.12084647733718157
5,4,2,0.04065230024594163,0.039057916728779674
5,4,3,0.03114344658596175,0.03095774131361395
