combination,fold,epoch,train_loss,val_loss
1,1,1,0.5203151267672342,3.8897514194250107
1,1,2,0.19842366377512613,2.6784337610006332
1,1,3,0.1511147805149593,2.298503242433071
1,1,4,0.12267779003060053,1.8207833021879196
1,1,5,0.10451017533029829,1.6604792401194572
1,1,6,0.0918668820744469,1.4379335716366768
1,1,7,0.08507648346916077,1.3291055709123611
1,1,8,0.07763910133923803,1.2336804121732712
1,1,9,0.07044936982648713,1.1309231594204903
1,1,10,0.06634204970702293,1.0876090452075005
1,1,11,0.06302400288127717,1.0178419016301632
1,1,12,0.06022627421078228,0.9801644645631313
1,1,13,0.05695971036477694,0.9088703989982605
1,1,14,0.055511771509098626,0.9013461507856846
1,1,15,0.05350872797388879,0.8575646094977856
1,1,16,0.05186647673447927,0.852991409599781
1,1,17,0.04898697888803861,0.8987696804106236
1,1,18,0.05002345883893588,0.8349534384906292
1,1,19,0.047811359107967404,0.7994971126317978
1,1,20,0.0465429640478558,0.7623223327100277
1,1,21,0.045249011131033065,0.7549315765500069
1,1,22,0.0452493473532654,0.7613182179629803
1,1,23,0.04477861015096543,0.7735827341675758
1,1,24,0.043429945787740135,0.7292413972318172
1,1,25,0.04165640621194764,0.7167467437684536
1,1,26,0.042138929996225566,0.6685995273292065
1,1,27,0.040907678268258536,0.6823453679680824
1,1,28,0.04047548575770287,0.6673505865037441
1,1,29,0.04006684045233424,0.6593386791646481
1,1,30,0.03962183666844216,0.6781646609306335
1,2,1,0.5087367218165171,3.6467968225479126
1,2,2,0.15869816227091682,2.082749031484127
1,2,3,0.11145806466303175,1.7338302955031395
1,2,4,0.09664072758621639,1.5298309177160263
1,2,5,0.0826295834212076,1.2923916950821877
1,2,6,0.07732271828821727,1.2911461815238
1,2,7,0.07060746428748918,1.0844463035464287
1,2,8,0.06872214347360626,1.0304983220994473
1,2,9,0.0628051943485699,0.9577255807816982
1,2,10,0.058637777195563394,1.0080896504223347
1,2,11,0.05695954615634585,0.9528586342930794
1,2,12,0.05631347024251544,0.8528130762279034
1,2,13,0.05372242120996354,0.8801419027149677
1,2,14,0.05255423864674947,0.820868581533432
1,2,15,0.051331551302047,0.8583967313170433
1,2,16,0.04867149765292803,0.8297554478049278
1,2,17,0.04913111249842341,0.7940285243093967
1,2,18,0.048834683225741464,0.8085063323378563
1,2,19,0.047794374326864876,0.7837364710867405
1,2,20,0.04652964264627487,0.8182098567485809
1,2,21,0.04575535903374354,0.7546218410134315
1,2,22,0.044529474443859525,0.8015432916581631
1,2,23,0.04609174204487649,0.702923271805048
1,2,24,0.043576481678183114,0.7818862497806549
1,2,25,0.043933593209773775,0.7349571324884892
1,2,26,0.04344281861706385,0.752029050141573
1,2,27,0.04233193841008913,0.7037754133343697
1,2,28,0.04097765672301489,0.674112431704998
1,2,29,0.038959404010148274,0.6798876523971558
