train_loss,val_loss
0.14771373455341047,0.15093320608139038
0.03223990720625107,0.03539823368191719
0.019631225759020217,0.019824353978037834
0.009654082393703552,0.010013525374233723
0.007699415768281772,0.009249182417988777
0.007276608429562587,0.008972326293587685
0.005828758450941398,0.008255664259195328
0.006250737342410362,0.008456939831376076
0.004951330725676739,0.007101246155798435
0.004627324551200638,0.006954125128686428
0.004653421391804631,0.00691602099686861
0.006746014436850181,0.00869891420006752
0.00825198252613728,0.010887963697314262
0.0035395494017463466,0.0057176281698048115
0.0050795256303480035,0.008254265412688255
0.004070172677389705,0.006663101725280285
0.0029560679283279637,0.005579089745879173
0.0030636173995355,0.005733628757297993
0.0035498036394039025,0.0060575916431844234
0.0038663886953145266,0.00627366965636611
0.002634852435081624,0.005051851738244295
0.0024204133884408153,0.005153339356184006
0.005397770213536345,0.006777239963412285
0.0026009630393953277,0.004776247311383486
0.0030158999232718577,0.005348369479179382
0.002586700049085686,0.005098478868603706
0.0062405146085298974,0.008294157683849335
0.004711089942317743,0.007481423672288656
0.003997209284884425,0.006225543562322855
0.0031984641145055112,0.004995411261916161
0.0039614483427542905,0.006497461814433336
0.0020320724266079757,0.004090702626854181
0.00203313862081044,0.004375679884105921
0.0018238667577791673,0.00392283545807004
0.0020714829263922116,0.003999519161880016
0.002236499567516148,0.00428104167804122
0.00240998961425458,0.004430518485605717
0.0021815606518290364,0.0040185595862567425
0.0015599784495022434,0.003692894009873271
0.0034973014038629257,0.005547245033085346
0.0022607642190101054,0.0043327840976417065
0.0018689376302063465,0.0036163046024739742
0.0016431604565765995,0.0036514506209641695
0.0016547584852490288,0.0035230545327067375
0.0020650132075668527,0.0037765097804367542
0.0015036117715331225,0.0035083116963505745
0.001395009126729117,0.00304785487242043
0.0014094055558626468,0.0029054866172373295
0.0015124796280780663,0.003436678322032094
0.0012589682815954662,0.0031873646657913923
0.0024552728013636973,0.0041935802437365055
0.00145130180932868,0.003246041014790535
0.0019761011667119768,0.003737423103302717
0.002623264785282887,0.004148074891418219
0.0015798891948249477,0.0028414533007889986
0.003501030455271785,0.004919105675071478
0.0026343096352110687,0.004056715872138739
0.0016861306503415108,0.00343131460249424
0.0017122497620920723,0.003321705386042595
0.001487440187842227,0.002827369375154376
0.0022814110942328204,0.003740328596904874
0.0016933718221620298,0.003271673107519746
0.002188182149368983,0.0037884407211095095
0.001547823642165615,0.0026796904858201742
0.0025591022478273283,0.003990728873759508
0.001829670903344567,0.0032304544001817703
0.0022537609598097894,0.0036644083447754383
0.0018361520129614151,0.003023158060386777
0.0016884737146588473,0.0028317568358033895
0.001234521408780263,0.002459979150444269
0.001474409973105559,0.002692882204428315
0.0020159637161458912,0.003092584665864706
0.001612953904371422,0.0029548394959419966
0.001238104278365007,0.002166385529562831
0.0012383139244495677,0.0025245246943086386
0.0022673611976922704,0.0031927162781357765
0.0027942264524216834,0.003416605293750763
0.0016663707703208695,0.002681021112948656
0.0011387339372259493,0.0022527389228343964
0.0017652375838504387,0.002326548332348466
0.0013168501497532886,0.002426274586468935
0.002206467226362572,0.0031287772580981255
0.002341912262356625,0.0033234646543860435
0.001527814525895967,0.0021064067259430885
0.0018430969570405208,0.0026663171593099833
0.0015063138069728245,0.0023499056696891785
0.0011023351555475248,0.001964363967999816
0.0018339272803412033,0.0021456542890518904
0.0013125811551267712,0.0024687880650162697
0.0014112741023731919,0.002304422901943326
0.00153954348150784,0.0028656127396970987
0.002041101634788972,0.0023431156296283007
0.0026811227703896854,0.003580936463549733
0.004600133352841322,0.004427666310220957
0.002028704092551309,0.003131677396595478
0.0013210013096865553,0.0019052216084674
0.0025732320858738744,0.0034335411619395018
0.0010413337060107062,0.0016900262562558055
0.0017407912080391096,0.002479962073266506
0.0022316845760752377,0.002481328323483467
0.0017352203319135767,0.0025885796640068293
0.002687254293750112,0.0031110220588743687
0.0015540171969825258,0.0019419085001572967
0.0012749592513920595,0.0018389752367511392
0.0015021157271873492,0.0017395971808582544
0.001415650302078575,0.0019189160084351897
0.0024536971737129185,0.002572083380073309
0.0015056953460981066,0.0019711533095687628
0.001414531456808058,0.0019540467765182257
0.0014532523749109644,0.0018268754938617349
0.0011040243418672336,0.001548192696645856
0.0010581209610861081,0.0015466951299458742
0.001252567122439639,0.002070273505523801
0.002449272979552356,0.003255859948694706
0.0024349121555972556,0.002953548450022936
0.0013190006586508108,0.001977001316845417
0.0016790918038728146,0.0018334542401134968
0.0013104543591348024,0.0016868062084540725
0.0011334157360789294,0.0015570246614515781
0.0011296951606010015,0.001642516814172268
0.0017078293738170313,0.0017651740927249193
0.0012842453658007658,0.002029831288382411
0.0024399234680458903,0.0027085603214800358
0.0017625071968023593,0.002128581516444683
0.0024940493839004864,0.0027764514088630676
0.0021604577777907252,0.001978447427973151
0.003504351175461824,0.004161422606557608
0.0016442562113157832,0.001958194887265563
0.00178186829166057,0.002351578092202544
0.0008959223408825123,0.0012817498063668609
0.0013820258273671453,0.0015730751911178231
0.0012147508767576744,0.0014924017013981938
0.001811574580362783,0.0019225755240768194
0.002484136502831601,0.003257123287767172
0.0019132775397827993,0.0026160103734582663
0.0015197531499255162,0.0018875616369768977
0.002335453925367731,0.002260227920487523
0.0016194045937691743,0.0015372895868495107
0.0015665768968084683,0.002015578094869852
0.0018241653809897029,0.0020363156218081713
0.0015839353973905628,0.0019997362978756428
0.0016408303009274488,0.0017447425052523613
0.0007918303845844304,0.0012276001507416368
0.0010623733889168273,0.0014398169005289674
0.00141511859300618,0.0015880642458796501
0.0013622300466522574,0.0016374802216887474
0.0012203824410859782,0.0016408372903242707
0.001867328116741891,0.0023745461367070675
0.0010364872107927043,0.001161451218649745
0.0008988349761169117,0.0011690194951370358
0.001121895441498894,0.0012712586903944612
0.0015081082954286383,0.00133761134929955
0.0010811554473968078,0.0013695703819394112
0.0015737077651115565,0.001810370129533112
0.0010482811216766445,0.0014679526211693883
0.0009308376018172846,0.0011404936667531729
0.0012044195273819452,0.0014797965995967388
0.000991566057424419,0.001148898503743112
0.0009781906399159478,0.0012488416396081448
0.0012635728523421746,0.0016160544473677874
0.0015566685066844982,0.0018592283595353365
0.0010114225263420779,0.0012730805901810527
0.0022729838249058677,0.0024861684069037437
0.0017408321504122936,0.0017573412042111158
0.0013094457994716673,0.0016686324961483479
0.0009586402044918102,0.0010415049036964774
0.0011195014499557705,0.0012889173813164234
0.002092904814232427,0.002111042384058237
0.001528879555945213,0.0013286385219544172
0.0010542180433941002,0.001150594325736165
0.0013164410304922897,0.001711769145913422
0.001090143202768209,0.0012686392292380333
0.0016592615687001783,0.0018958448199555278
0.0014695064881100105,0.0014589281054213643
0.0014018550998746203,0.001381011912599206
0.0022504438664047765,0.0024093170650303364
0.002096142154186964,0.0022651944309473038
0.0010282274362487863,0.0012167141539976
0.002035360514687804,0.002164267934858799
0.0010988402825135451,0.0013150853337720037
0.002491647368655182,0.0026953471824526787
0.001496178903975166,0.0017720137257128954
0.000809616691325433,0.0011156111722812057
0.0010719409642311244,0.001313260174356401
0.0017861983685109478,0.002107558073475957
0.0012991792486550717,0.0013765895273536444
0.0016720683958667975,0.0018486219923943281
0.001127256684972403,0.0012227550614625216
